state,latitude,longitude,quarter,temperature_2m_meanmean,temperature_2m_meansum,relative_humidity_2m_meanmean,relative_humidity_2m_meansum,wind_speed_10m_maxmax,temperature_2m_maxmax,relative_humidity_2m_maxmax,temperature_2m_minmin,relative_humidity_2m_minmin,precipitation_hours_sum,moderate_drizzle_sum,moderate_rain_sum,light_rain_sum,heavy_rain_sum,overcast_sum,partly_cloudy_sum,clear_sky_sum,light_drizzle_sum,mainly_clear_sum,heavy_drizzle_sum,light_snow_sum,heavy_snow_sum,moderate_snow_sum,year,D0_mean,D1_mean,D2_mean,D3_mean,D4_mean,D0_max,D1_max,D2_max,D3_max,D4_max,state_code,num_colonies,varroa_mites,other_pests_and_parasites,diseases,pesticides,other_or_unknown
Hawaii,20.902977,-156.207483,3,25.896630119565216,2382.489971,70.17604234782608,6456.195896,43.45276,30.557499,97.618965,20.2575,40.249092,447.0,5,0,3,0,7,6,3,56,12,0,0,0,0,2021,71.14153846153846,45.52923076923077,18.38384615384616,3.579230769230769,0.0,86.13,59.37,20.59,6.39,0.0,HI,21000.0,29.6,19.0,0.0,18.0,0.9
Colorado,39.059811,-105.311104,3,16.715681854347828,1537.8427306,46.50522748913044,4278.480929,30.821548,29.3345,99.66936,1.3844999,4.891752,238.0,7,10,5,0,24,5,3,24,9,4,0,0,1,2021,54.74230769230769,38.60230769230769,28.94,20.52769230769231,8.629999999999999,87.28,46.42,36.37,29.95,18.32,CO,22000.0,7.8,0.0,2.9,0.0,6.4
Arizona,33.729759,-111.431221,3,25.124558967391305,2311.459425,56.78686223913044,5224.391326,15.745627,36.972,100.0,12.272,16.146685,393.0,9,18,9,1,14,7,8,15,9,2,0,0,0,2021,100.0,94.1376923076923,66.78153846153847,39.081538461538464,13.772307692307692,100.0,99.03,94.64,89.49,57.79,AZ,31000.0,20.3,1.5,0.7,6.6,10.6
Alabama,32.806671,-86.79113,3,25.21795182608696,2320.051568,79.98711140217391,7358.814249,27.169865,35.48,100.0,12.2300005,29.636969,605.0,7,21,14,5,10,3,2,22,2,6,0,0,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,9500.0,37.4,25.9,0.9,11.0,16.3
California,36.116203,-119.681564,3,30.547546456521737,2810.374274,24.925338217391303,2293.131116,23.185787,47.7915,77.60738,12.4415,5.6930156,0.0,0,0,0,0,18,10,53,0,11,0,0,0,0,2021,100.0,100.0,94.76153846153846,87.61538461538461,43.57769230769231,100.0,100.0,95.58,88.59,48.97,CA,650000.0,39.6,16.5,14.2,13.0,11.0
Vermont,44.045876,-72.710686,3,16.71979047826087,1538.220724,83.31559422826086,7665.034669,27.295977,27.4435,100.0,4.4935,47.55566,681.0,13,21,11,2,12,1,0,26,2,4,0,0,0,2021,54.44307692307692,28.88230769230769,0.0,0.0,0.0,83.01,61.14,0.0,0.0,0.0,VT,7000.0,25.4,3.0,1.5,0.0,1.6
Connecticut,41.597782,-72.755371,3,21.519820918478263,1979.8235245,80.94855965217391,7447.267488,35.1862,34.3455,100.0,9.695499,30.659218,547.0,12,14,8,7,22,2,0,23,2,2,0,0,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,4200.0,16.4,0.8,0.7,3.9,5.9
West Virginia,38.491226,-80.954456,3,22.43019154347826,2063.577622,76.83840532608696,7069.13329,25.14852,32.864,100.0,8.864,33.548706,476.0,8,14,10,3,20,0,1,26,6,4,0,0,0,2021,30.56384615384616,4.426923076923076,0.0,0.0,0.0,89.24,15.23,0.0,0.0,0.0,WV,8000.0,24.7,15.1,10.2,9.9,2.8
Texas,31.054487,-97.563461,3,27.10091534782609,2493.284212,71.80696211956523,6606.240515,27.691935,36.190002,100.0,16.539999,23.502136,362.0,8,17,4,2,25,6,4,19,4,3,0,0,0,2021,14.26076923076923,2.87,0.2115384615384615,0.0,0.0,54.43,7.26,1.17,0.0,0.0,TX,138000.0,20.2,6.0,0.5,4.4,4.4
Utah,39.32098,-111.093735,3,17.15045375652174,1577.8417456,42.40273468478261,3901.051591,21.434364,30.269,99.33931,-0.031000018,11.668809,208.0,5,11,9,1,8,17,8,12,16,3,0,0,2,2021,100.0,100.0,99.99076923076925,93.93384615384616,42.68461538461538,100.0,100.0,100.0,99.94,69.69,UT,37000.0,40.0,0.0,0.0,3.9,1.9
Virginia,37.769337,-78.169968,3,24.992357586956523,2299.296898,70.12899631521739,6451.867661,25.323128,37.2905,100.0,10.6905,27.652193,315.0,7,11,10,1,26,7,5,20,3,2,0,0,0,2021,32.35307692307693,4.533846153846154,0.0,0.0,0.0,55.77,13.98,0.0,0.0,0.0,VA,10500.0,19.2,12.1,0.9,0.8,4.6
Georgia,33.040619,-83.643074,3,24.802208097826085,2281.803145,78.5867460326087,7229.980635,27.820337,36.2595,100.0,11.159499,32.04602,551.0,5,20,15,1,14,2,3,25,2,5,0,0,0,2021,0.5630769230769231,0.0,0.0,0.0,0.0,5.91,0.0,0.0,0.0,0.0,GA,116000.0,63.9,32.2,4.8,12.0,13.4
South Carolina,33.856892,-80.945007,3,25.38304931521739,2335.240537,78.37288609782608,7210.305521,32.84494,36.465,100.0,11.964999,31.44575,447.0,4,15,11,3,18,2,7,28,1,3,0,0,0,2021,6.207692307692308,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0,0.0,SC,17000.0,15.8,5.3,2.8,1.3,4.3
Missouri,38.456085,-92.288368,3,24.479955315217392,2252.155889,71.38884305434783,6567.773561,20.371038,37.573997,100.0,9.924,26.364151,248.0,6,13,2,2,24,6,7,22,8,2,0,0,0,2021,13.146153846153847,0.1761538461538461,0.0,0.0,0.0,51.11,2.29,0.0,0.0,0.0,MO,6500.0,24.0,14.4,0.0,1.3,8.7
North Dakota,47.528912,-99.784012,3,21.137837516304348,1944.6810515,57.78482025,5316.203463,43.619465,36.237,100.0,7.437,20.281895,132.0,7,8,2,1,44,9,4,12,5,0,0,0,0,2021,99.92615384615384,99.87,95.15307692307692,59.77846153846154,8.241538461538461,100.0,100.0,99.77,74.54,15.69,ND,510000.0,31.7,6.1,2.2,4.1,7.0
South Dakota,44.299782,-99.438828,3,22.91593716304348,2108.266219,58.54095977173913,5385.768299,35.728977,38.3735,100.0,6.4235,17.160606,175.0,5,8,4,0,34,9,7,16,7,2,0,0,0,2021,97.54923076923076,89.01384615384616,68.13538461538461,19.766153846153845,0.0,100.0,94.34,74.1,27.69,0.0,SD,230000.0,18.3,4.6,1.1,3.9,14.1
Maryland,39.045753,-76.641273,3,23.647026804347824,2175.526466,77.59459759782608,7138.702979,22.751316,35.4045,100.0,10.9045,25.641893,446.0,6,15,7,10,19,4,0,25,3,3,0,0,0,2021,6.681538461538461,0.8138461538461539,0.0,0.0,0.0,24.08,5.29,0.0,0.0,0.0,MD,6000.0,20.0,13.6,0.0,0.5,1.5
Ohio,40.388783,-82.764915,3,21.57631878260869,1985.021328,74.32701411956522,6838.085299,27.210379,32.482998,100.0,8.633,27.837778,473.0,14,19,10,2,23,6,1,13,3,1,0,0,0,2021,8.818461538461538,0.0,0.0,0.0,0.0,26.13,0.0,0.0,0.0,0.0,OH,21000.0,78.7,49.9,0.7,23.0,8.2
Idaho,44.068202,-114.742043,3,13.083499711304349,1203.68197344,46.98331538043478,4322.465015,30.699368,26.595999,100.0,-6.154,11.21792,148.0,9,2,5,0,18,18,10,14,10,3,1,1,1,2021,100.0,100.0,87.01538461538462,54.84692307692308,18.006923076923076,100.0,100.0,91.1,65.09,24.25,ID,86000.0,55.2,1.8,2.6,7.0,7.0
Maine,45.367584,-68.972168,3,18.474271391304345,1699.632968,78.14579744565218,7189.413365,24.014996,33.3115,100.0,7.4115,32.224537,492.0,9,16,12,2,32,1,1,17,1,1,0,0,0,2021,69.02923076923076,41.52846153846154,8.906153846153845,0.0,0.0,100.0,70.44,20.85,0.0,0.0,ME,10000.0,18.7,0.0,0.0,5.0,17.0
Oklahoma,35.565342,-96.928917,3,27.06721252173913,2490.183552,63.55272039130435,5846.850276,28.185953,37.113,99.39642,14.063,21.960474,187.0,4,8,6,1,21,10,5,21,14,2,0,0,0,2021,27.48538461538461,11.753846153846156,2.3461538461538463,0.2169230769230769,0.0,93.55,73.23,23.72,2.65,0.0,OK,3300.0,14.5,9.4,0.5,0.0,6.2
Louisiana,31.169546,-91.867805,3,26.58948213043478,2446.232356,79.00493641304347,7268.45415,36.145508,36.985,100.0,13.185,21.175076,611.0,14,19,16,7,6,3,3,19,1,4,0,0,0,2021,0.0569230769230769,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,LA,29000.0,8.0,2.3,0.0,0.0,6.0
Iowa,42.011539,-93.210526,3,22.92473756521739,2109.075856,68.0179229347826,6257.64891,33.059288,34.4025,98.45107,7.3525,25.340277,176.0,7,10,6,3,38,8,7,10,3,0,0,0,0,2021,75.12461538461538,52.62615384615385,24.59307692307692,2.666923076923077,0.0,82.89,67.13,37.89,10.47,0.0,IA,37000.0,7.5,1.6,2.8,5.9,2.2
New Jersey,40.298904,-74.521011,3,23.454712380434785,2157.833539,73.10721184782608,6725.86349,34.04047,36.063,100.0,10.763,29.456734,451.0,11,13,11,3,22,5,1,20,3,3,0,0,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJ,19500.0,10.7,4.9,0.0,1.8,1.9
Montana,46.921925,-110.454353,3,15.736750592391305,1447.7810545,50.87663102173913,4680.650054,30.972555,29.837,100.0,-0.062999964,13.451292,240.0,7,10,9,0,28,5,4,20,4,4,0,0,1,2021,100.0,97.74384615384616,91.10538461538462,59.60384615384616,12.69,100.0,100.0,100.0,72.96,21.91,MT,103000.0,19.5,1.5,1.2,0.0,14.8
Oregon,44.572021,-122.070938,3,16.472393847826087,1515.460234,58.64473529347826,5395.315647,18.075441,35.162,100.0,-1.038,13.022996,185.0,3,5,1,0,25,8,29,16,3,2,0,0,0,2021,100.0,99.9976923076923,95.31230769230768,69.44615384615385,22.617692307692305,100.0,100.0,99.34,76.69,26.59,OR,130000.0,39.4,8.4,3.4,10.9,9.6
Kentucky,37.66814,-84.670067,3,23.113325423913047,2126.425939,76.64449168478261,7051.293235,20.268991,34.015,100.0,9.565,28.138968,467.0,6,15,13,2,21,7,2,18,5,3,0,0,0,2021,2.664615384615385,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0.0,0.0,KY,10500.0,39.4,18.2,0.6,0.0,11.0
Kansas,38.5266,-96.726486,3,25.671467804347827,2361.775038,63.945015543478256,5882.94143,33.636406,37.375,100.0,10.825,23.607882,162.0,7,3,6,2,35,9,4,15,9,2,0,0,0,2021,37.65846153846154,6.7700000000000005,1.0515384615384615,0.0,0.0,58.12,15.04,4.14,0.0,0.0,KS,9000.0,66.8,31.1,10.1,14.9,17.7
Pennsylvania,40.590752,-77.209755,3,21.839339782608697,2009.21926,74.88246663043478,6889.18693,35.230373,35.87,100.0,8.67,24.436861,440.0,11,15,9,4,24,4,0,18,2,5,0,0,0,2021,3.866153846153847,0.0276923076923076,0.0,0.0,0.0,14.24,0.18,0.0,0.0,0.0,PA,25000.0,40.5,15.3,1.0,2.6,4.2
Massachusetts,42.407211,-71.382439,3,20.96800161413044,1929.0561485,80.65145122826087,7419.933513,32.55363,34.856,100.0,9.206,28.049631,554.0,11,22,6,3,25,2,0,16,1,6,0,0,0,2021,4.4884615384615385,1.9169230769230767,0.1538461538461538,0.0,0.0,6.96,2.9,1.0,0.0,0.0,MA,13000.0,23.0,8.7,0.6,1.5,4.5
Nebraska,41.12537,-98.268082,3,23.88334473369565,2197.2677155,63.43927316304348,5836.413131,35.52527,36.7785,98.768326,7.6285,28.254097,107.0,2,5,2,0,35,13,8,18,7,2,0,0,0,2021,78.59076923076924,34.06230769230769,9.318461538461538,0.83,0.0,86.37,48.14,15.86,2.15,0.0,NE,45000.0,13.7,0.0,0.0,1.8,3.2
Indiana,39.849426,-86.258278,3,23.02509786956522,2118.309004,72.3764756847826,6658.635763,27.553524,33.3895,100.0,9.789499,32.291603,376.0,8,13,8,3,30,4,0,21,3,2,0,0,0,2021,23.34230769230769,0.5523076923076923,0.0,0.0,0.0,55.88,5.89,0.0,0.0,0.0,IN,16500.0,39.3,23.7,5.2,17.4,2.3
New York,42.165726,-74.948051,3,17.78248677173913,1635.988783,83.74710403260869,7704.733571,27.059933,29.66,100.0,5.06,43.450066,620.0,11,16,10,5,25,0,0,21,0,4,0,0,0,2021,13.054615384615383,3.715384615384615,0.0,0.0,0.0,49.88,17.44,0.0,0.0,0.0,NY,62000.0,37.7,14.1,3.0,5.6,11.8
North Carolina,35.630066,-79.806419,3,24.259276228260862,2231.853413,75.21643344565217,6919.911877,24.703974,35.298,100.0,9.998,29.295248,355.0,12,8,10,4,21,5,3,25,3,1,0,0,0,2021,19.18769230769231,0.183076923076923,0.0,0.0,0.0,47.6,2.38,0.0,0.0,0.0,NC,23000.0,29.3,10.4,0.9,0.0,6.6
New Mexico,34.840515,-106.248482,3,20.19646703260869,1858.074967,53.300726358695655,4903.666825,28.551426,30.925,100.0,7.175,8.93118,206.0,9,10,6,1,23,4,6,24,6,3,0,0,0,2021,89.49692307692308,80.14769230769231,60.04153846153846,29.506153846153843,7.292307692307693,96.38,88.2,77.12,49.34,25.67,NM,5500.0,22.5,4.4,1.1,0.0,0.0
Michigan,44.182205,-84.506836,3,19.450019135869564,1789.4017605,74.6944540978261,6871.889777,27.729347,32.1805,100.0,6.7305,32.14438,342.0,13,8,14,1,30,5,1,16,2,2,0,0,0,2021,31.12,7.597692307692308,0.6215384615384616,0.0,0.0,65.18,24.71,4.87,0.0,0.0,MI,120000.0,63.5,4.2,0.0,17.0,2.7
Mississippi,32.741646,-89.678696,3,25.29083993478261,2326.757274,80.7473915,7428.760018,33.497414,36.215,100.0,10.865,31.453354,621.0,10,29,10,4,12,0,3,17,2,5,0,0,0,2021,0.3676923076923077,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,MS,18500.0,25.3,1.1,1.3,0.0,7.8
Minnesota,46.39241,-94.63623,3,20.706021445652173,1904.953973,65.82550594565218,6055.9465470000005,32.449963,34.187,99.685104,8.037001,24.446142,212.0,6,12,5,2,32,7,3,17,6,2,0,0,0,2021,97.60461538461536,91.18384615384616,65.78538461538461,29.764615384615382,3.225384615384616,100.0,98.21,88.29,57.65,8.07,MN,106000.0,27.5,1.1,0.0,10.5,2.3
Tennessee,35.747845,-86.692345,3,23.61357657608696,2172.449045,80.71382988043479,7425.672349,26.407907,35.485,100.0,9.135,31.855747,660.0,4,22,12,8,16,5,2,14,4,5,0,0,0,2021,5.967692307692308,0.2361538461538461,0.0,0.0,0.0,13.73,0.87,0.0,0.0,0.0,TN,13500.0,16.0,11.6,0.0,0.7,1.8
Illinois,40.633125,-89.398529,3,22.569705728260868,2076.412927,74.46269581521739,6850.568015,31.875755,32.2765,100.0,8.6765,31.728642,280.0,7,9,6,2,29,5,3,24,3,4,0,0,0,2021,17.895384615384614,8.88923076923077,2.221538461538461,0.2253846153846153,0.0,32.94,16.01,8.78,0.96,0.0,IL,14500.0,37.7,9.5,1.4,3.3,5.7
Minnesota,46.39241,-94.63623,4,0.9862753308695652,90.73733044,75.23888689130435,6921.977594,37.290855,23.036999,100.0,-26.263,27.103762,334.0,3,6,3,0,43,0,2,4,3,0,14,6,8,2021,77.59538461538462,53.89615384615384,29.49769230769231,5.468461538461539,0.0,90.26,66.97,48.32,17.58,0.0,MN,100000.0,8.0,0.0,0.0,3.4,1.4
New Jersey,40.298904,-74.521011,4,9.730617928695652,895.21684944,70.84606513043478,6517.837992,35.62363,27.663,100.0,-5.787,32.255642,265.0,9,8,6,1,38,3,1,13,2,3,4,0,4,2021,5.344615384615385,0.0,0.0,0.0,0.0,29.34,0.0,0.0,0.0,0.0,NJ,19500.0,8.6,5.9,0.0,0.0,0.0
Connecticut,41.597782,-72.755371,4,7.961713836967391,732.477673001,75.06023941304348,6905.542026,32.072342,24.9955,100.0,-6.3545003,27.225204,321.0,3,9,9,2,43,2,0,9,3,7,3,0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,4000.0,20.6,0.6,0.6,0.6,2.8
Arizona,33.729759,-111.431221,4,12.941248322826086,1190.5948457,48.34398241304348,4447.646382,25.683926,27.522001,100.0,-1.328,15.002188,143.0,2,6,4,0,40,5,24,5,5,0,0,1,0,2021,100.0,75.85538461538462,33.959230769230764,8.986923076923077,0.0,100.0,80.35,40.02,13.68,0.0,AZ,23000.0,67.2,35.2,0.0,3.3,1.8
Kentucky,37.66814,-84.670067,4,10.77677543597826,991.46334011,73.87937788043477,6796.902765,31.667723,27.815,100.0,-4.585,27.043638,288.0,8,8,7,2,35,4,4,16,2,3,2,1,0,2021,0.0184615384615384,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,KY,10500.0,54.1,39.0,2.3,0.0,13.2
Vermont,44.045876,-72.710686,4,1.9714891244891304,181.376999453,81.00101314130434,7452.093209,33.27031,20.0935,100.0,-16.6565,21.289715,620.0,2,5,5,1,19,3,2,12,0,3,18,7,15,2021,34.41538461538461,2.2353846153846155,0.0,0.0,0.0,66.31,8.05,0.0,0.0,0.0,VT,7000.0,16.1,0.6,0.0,0.0,0.8
Wisconsin,44.268543,-89.616508,4,3.817831509945652,351.240498915,71.0188858478261,6533.737498,45.241272,26.921501,100.0,-15.5785,21.622076,280.0,2,5,2,1,48,2,2,6,0,2,8,3,11,2021,77.82923076923076,37.23538461538462,3.142307692307692,0.0615384615384615,0.0,93.97,51.22,6.47,0.8,0.0,WI,47000.0,28.4,0.0,0.5,0.7,2.5
Oregon,44.572021,-122.070938,4,3.3979601287065218,312.612331841,84.70058958695653,7792.454242,22.7057,19.212,100.0,-11.138,27.104292,1068.0,6,6,11,0,18,0,0,9,0,1,4,19,18,2021,98.81615384615384,97.66538461538462,91.91,68.57,23.27846153846154,100.0,100.0,96.55,72.11,26.59,OR,103000.0,28.8,23.3,8.7,2.0,1.3
Montana,46.921925,-110.454353,4,-0.0314104179347825,-2.8897584499999915,63.52682585869565,5844.467979,40.998924,21.587,100.0,-25.113,12.478087,395.0,1,0,2,0,27,2,1,10,1,0,20,2,26,2021,99.43230769230767,98.60769230769232,95.07846153846154,68.49384615384615,24.62846153846154,100.0,100.0,100.0,78.7,33.1,MT,92000.0,27.2,2.9,3.1,0.0,4.9
New Mexico,34.840515,-106.248482,4,8.117096986978261,746.772922802,40.432464097826085,3719.786697,42.918583,23.425,98.637695,-7.225,8.96118,72.0,1,1,0,0,45,4,23,5,6,2,3,0,2,2021,98.13384615384616,86.17384615384616,58.892307692307696,15.298461538461538,0.0,100.0,97.91,75.72,22.94,0.0,NM,5500.0,65.6,44.4,0.0,14.1,0.7
Kansas,38.5266,-96.726486,4,10.48931177423913,965.01668323,61.81184347826087,5686.6896,60.019676,32.775,100.0,-8.425,12.631083,102.0,2,3,2,3,52,5,9,11,2,2,0,0,1,2021,44.35307692307693,19.411538461538463,5.657692307692307,0.3384615384615385,0.0,72.8,50.49,13.76,0.98,0.0,KS,8000.0,30.5,20.1,1.5,15.5,14.6
Missouri,38.456085,-92.288368,4,10.6378131475,978.67880957,69.91186916304348,6431.891963,32.219494,30.724,100.0,-6.376,25.274944,247.0,7,9,5,1,34,5,9,17,4,1,0,0,0,2021,30.21846153846154,1.7661538461538462,0.0315384615384615,0.0,0.0,50.67,4.03,0.41,0.0,0.0,MO,6000.0,17.3,6.3,0.0,1.1,1.3
Mississippi,32.741646,-89.678696,4,15.584271352173914,1433.7529644,76.45046369565218,7033.44266,27.908709,30.665,100.0,-0.335,30.355375,272.0,4,8,7,4,35,2,9,16,5,2,0,0,0,2021,26.54076923076923,6.705384615384616,0.6792307692307692,0.0,0.0,67.5,15.19,1.86,0.0,0.0,MS,15500.0,27.8,8.6,0.0,5.8,8.3
Louisiana,31.169546,-91.867805,4,17.673201194565216,1625.9345099,76.24713630434782,7014.73654,30.96837,31.185,100.0,2.235,27.255304,279.0,8,5,8,1,27,2,10,25,3,3,0,0,0,2021,30.813076923076924,19.63384615384616,3.2830769230769232,0.0,0.0,44.23,39.46,12.73,0.0,0.0,LA,30000.0,28.2,5.4,0.0,0.0,5.3
North Carolina,35.630066,-79.806419,4,12.81776850543478,1179.2347025,69.96027322826087,6436.345137,28.948118,28.448,100.0,-2.2020001,23.516031,223.0,6,7,8,1,39,5,8,11,4,3,0,0,0,2021,74.00692307692307,41.86769230769231,14.853076923076925,0.0,0.0,99.36,86.81,51.24,0.0,0.0,NC,21000.0,24.1,1.4,0.0,0.0,5.1
Maine,45.367584,-68.972168,4,2.9734338289891302,273.555912267,73.74202727173913,6784.266509,32.37799,24.1115,100.0,-17.2885,26.175657,327.0,3,6,4,0,42,1,1,12,2,1,12,3,5,2021,29.8,12.952307692307691,5.665384615384616,0.0,0.0,35.24,15.5,6.56,0.0,0.0,ME,5500.0,29.3,18.1,0.0,0.0,15.2
Arkansas,34.969704,-92.373123,4,14.43051929347826,1327.607775,73.88565697826087,6797.480442,30.758411,30.867,100.0,-1.733,30.991892,262.0,2,10,8,5,35,1,11,15,3,2,0,0,0,2021,66.41923076923078,19.79384615384616,3.0546153846153845,0.0,0.0,91.48,47.0,14.3,0.0,0.0,AR,18000.0,35.7,28.2,0.0,25.6,0.7
Massachusetts,42.407211,-71.382439,4,7.377693856630435,678.74783481,74.02740827173912,6810.521561,39.20696,24.306,100.0,-7.9440002,27.002192,351.0,4,5,10,3,41,2,0,10,4,2,6,1,4,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,10500.0,5.4,0.0,0.5,0.0,0.6
Washington,47.400902,-121.490494,4,2.798027167706522,257.418499429,86.77206706521739,7983.03017,29.627365,16.7305,100.0,-13.2695,28.550243,1207.0,4,14,5,0,9,0,1,6,1,1,5,29,17,2021,68.48461538461538,60.67846153846154,44.87461538461538,26.161538461538463,10.628461538461538,100.0,73.02,54.72,46.85,25.24,WA,79000.0,42.3,2.7,2.0,2.5,7.6
Michigan,44.182205,-84.506836,4,4.622302420760869,425.25182271,78.74246727173913,7244.306989,36.17955,25.3305,100.0,-15.3695,35.480995,414.0,3,4,6,0,28,1,1,15,1,1,15,3,14,2021,31.725384615384616,7.69076923076923,0.12,0.0,0.0,40.02,10.12,0.12,0.0,0.0,MI,105000.0,8.7,2.2,0.0,3.1,1.5
North Dakota,47.528912,-99.784012,4,0.1835352313043478,16.885241280000002,70.45105893478261,6481.497422,53.470604,28.987,100.0,-29.963001,18.121716,294.0,3,3,0,0,42,0,2,10,2,1,15,4,10,2021,93.02076923076925,74.15076923076923,47.84538461538462,15.425384615384615,0.0661538461538461,99.76,99.65,88.22,58.6,0.43,ND,485000.0,28.0,0.9,2.8,0.0,7.8
California,36.116203,-119.681564,4,13.148927047826088,1209.7012884,67.81336393478261,6238.829482,30.978828,35.841503,100.0,0.3415,7.5319963,123.0,3,8,0,0,56,0,13,9,1,2,0,0,0,2021,100.0,100.0,92.50692307692309,78.68846153846154,32.825384615384614,100.0,100.0,93.93,87.88,45.66,CA,640000.0,14.6,4.8,3.7,1.9,2.8
Oklahoma,35.565342,-96.928917,4,14.313543558608696,1316.846007392,62.12969933695652,5715.932339,43.60163,33.113,100.0,-4.737,21.32269,120.0,4,1,5,5,43,5,13,11,3,2,0,0,0,2021,88.75384615384615,58.309230769230766,23.551538461538463,4.444615384615385,0.0,95.62,90.17,72.51,22.62,0.0,OK,3300.0,5.6,3.2,0.0,0.5,0.8
Alabama,32.806671,-86.79113,4,15.196371957608696,1398.0662201,75.67340402173913,6961.95317,28.48326,30.029999,100.0,0.68,26.772781,298.0,4,12,1,2,38,0,10,15,5,5,0,0,0,2021,19.585384615384616,0.7984615384615383,0.0,0.0,0.0,53.47,2.94,0.0,0.0,0.0,AL,9000.0,60.8,44.7,3.5,6.8,2.5
Maryland,39.045753,-76.641273,4,10.634255294130435,978.35148706,71.00609017391304,6532.560296,29.574827,28.5045,100.0,-3.7455,27.343843,234.0,15,1,9,2,45,0,2,13,3,1,0,0,1,2021,23.083076923076923,0.7938461538461539,0.0,0.0,0.0,84.79,5.16,0.0,0.0,0.0,MD,5500.0,21.2,12.2,0.0,0.0,3.1
West Virginia,38.491226,-80.954456,4,10.397537417282608,956.57344239,70.20118965217391,6458.509448,32.078403,27.914,100.0,-5.236,24.175238,365.0,7,9,4,1,36,4,2,15,1,8,2,0,3,2021,24.37076923076923,0.7292307692307692,0.0,0.0,0.0,55.64,9.48,0.0,0.0,0.0,WV,7500.0,13.8,6.3,0.6,1.9,3.1
Ohio,40.388783,-82.764915,4,7.916899318260869,728.35473728,75.11127705434782,6910.237489,38.681152,26.733,100.0,-7.467,34.561634,449.0,5,9,12,2,32,1,2,14,1,3,8,2,1,2021,0.9246153846153846,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,OH,13500.0,36.6,10.9,0.0,2.5,6.6
New York,42.165726,-74.948051,4,4.31339668091413,396.8324946441,78.96636430434782,7264.905516,32.06426,22.51,100.0,-9.34,27.976452,488.0,6,6,12,1,23,1,2,13,1,1,10,3,13,2021,2.935384615384616,0.0,0.0,0.0,0.0,12.05,0.0,0.0,0.0,0.0,NY,65000.0,48.0,34.5,1.0,1.3,13.6
Colorado,39.059811,-105.311104,4,3.028770822717392,278.64691569,43.41945709782608,3994.590053,61.80687,19.5845,99.63898,-13.2655,4.7611055,106.0,2,0,0,0,52,7,5,2,6,1,6,3,8,2021,97.18692307692308,82.71692307692307,45.49461538461538,13.613846153846152,0.6,100.0,100.0,76.97,22.21,1.95,CO,12000.0,4.6,0.0,0.0,0.0,3.7
Virginia,37.769337,-78.169968,4,12.003113282608696,1104.286422,67.26287148913043,6188.184177,28.551426,29.9905,100.0,-3.2095,22.03181,166.0,10,7,3,1,56,2,3,6,2,1,1,0,0,2021,42.432307692307695,14.494615384615384,2.0138461538461536,0.0,0.0,92.8,59.1,6.44,0.0,0.0,VA,8500.0,31.8,19.1,0.8,0.5,5.2
Pennsylvania,40.590752,-77.209755,4,7.689202957358695,707.4066720769999,74.76710361956522,6878.573533,31.1374,25.87,100.0,-5.88,35.056328,325.0,9,4,6,2,33,2,5,21,0,2,2,2,4,2021,2.73,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,PA,26000.0,30.3,8.2,3.5,3.4,7.0
Florida,27.766279,-81.686783,4,21.18838208152174,1949.3311515,76.77411080434783,7063.218194,32.76,32.1935,100.0,8.5935,33.019863,262.0,6,6,2,3,37,2,4,28,3,1,0,0,0,2021,6.603076923076923,0.0,0.0,0.0,0.0,22.63,0.0,0.0,0.0,0.0,FL,255000.0,28.9,19.0,5.9,9.1,13.6
Idaho,44.068202,-114.742043,4,-3.4181531908695653,-314.47009356,75.20921848913044,6919.248101,22.33161,16.196,100.0,-22.104,18.473738,692.0,0,0,0,0,26,0,1,5,1,0,8,17,34,2021,100.0,99.43769230769232,86.9976923076923,35.76384615384615,8.282307692307693,100.0,100.0,91.1,62.8,22.69,ID,141000.0,58.1,8.0,4.9,12.0,11.2
Iowa,42.011539,-93.210526,4,6.334859650326087,582.80708783,64.33621210869565,5918.931514,66.43146,27.0525,100.0,-13.5475,22.813002,224.0,4,7,1,0,47,1,6,15,0,1,5,3,2,2021,56.76692307692308,24.20230769230769,4.421538461538462,0.0,0.0,80.65,52.09,19.83,0.0,0.0,IA,51000.0,17.9,1.2,0.9,17.0,1.7
